labels,samples
2,"[-0.6612300777441734, -1.7479970448639883, 0.029343049355420547, -1.01423051273456, 1.3280910179503203, -0.8876283593128589, -0.6339697816005921, 0.7355228154236305, 0.8540290162108869, -0.07258536580573323]"
2,"[-0.7968701262821746, -0.37038940382587654, 0.7160286450207038, -0.22645946537770306, -2.397746387571373, -1.609274308012761, 1.1014786567734527, -1.103475542894695, -1.1715931249685125, 0.6187491711063263]"
1,"[0.015575578632439475, -0.21823519608647757, 0.5116147950620236, 1.4470891410210598, -0.08381501124339807, 0.15387827660991335, -0.8728557038649399, 0.07924030715930182, 0.7314783053518678, -0.5258271273756714]"
1,"[-0.49199585882973806, 2.5450870050664838, -0.9205331492453582, 0.12577672758747882, 0.9144754116318469, 1.6819106620330608, 0.7716492558488385, -2.0734403752867108, -0.01201279860810842, -0.7108518979507141]"
1,"[-0.9876049804308706, -1.5402142457085881, -0.20473669986557508, 0.053445180306389, 0.2475300761267995, 0.7164336978781939, -0.19117055469443353, 0.6696005928696651, 0.11999639360265457, -0.26958902565076476]"
2,"[0.20721574410055146, 0.0420651602200323, 0.5084406580870378, -0.8521358202289513, 0.030263489732884265, -0.5389832254835639, 1.4917280057272322, -1.1957569263468948, 0.7180697459469709, 0.6623842922190606]"
2,"[-0.20261258697660875, 0.45366031054505024, -1.1771698352834925, -0.5285965139703172, 0.6757518639885514, -1.3057515868807912, 0.5647129438272583, -0.6918148030769992, -1.3764514627365303, 0.2736646827601322]"
1,"[0.4529670791727573, 0.5382441995977351, -1.0785649940608588, 0.9809449195420059, -1.6006822551316284, -1.6967042314649525, -1.0457188635581633, 0.6410434841016677, 0.29176540464133116, 1.6068382178731861]"
2,"[0.8623376685715612, -0.8145674023796718, 0.5072572590888651, -0.6627596023515331, -1.9518416544211143, 1.8687090524381897, -0.5663762209794079, -0.9117575385959217, -1.4511138763684703, -0.9741370822877244]"
2,"[-0.31771732661981605, 0.6158301605114987, 0.3565438278686604, -0.6547306699099121, 0.6576710713622956, 0.5038367615252297, -0.5324196473930899, 0.7559346475769881, 1.2030672506525577, 0.9587963288241301]"
2,"[1.2239576632879645, 0.4459158209920218, -0.12136562161137228, -1.3737782764799122, 1.2216642338534998, 1.2160686743974398, 0.7482521033194474, 0.5498919816429142, 0.45206915543137965, 0.3385129998708855]"
2,"[-0.012796267795814283, -0.12518738402501856, 0.1746964352339424, -1.2367515500493427, 1.0811530586570424, 0.3162977139591087, -0.8470204476442854, 0.5777782552381209, 1.6353182102403938, 1.299878580761708]"
2,"[0.291240840987095, -1.61747358600368, -1.3039382397916786, -1.261365477501952, 1.288816553967309, 0.2444640876101028, 0.8623987716020919, 0.1690258189640948, 0.24259829780088, 0.4641124261103209]"
1,"[-0.13959579871916047, 1.5994996967628972, 1.098258905024993, 0.39711320945960155, 0.3104202454788075, 0.47279189402036736, -0.06280529983965603, -0.6905197466558111, -0.5179913814539784, 0.44177971671612365]"
1,"[-0.29911979083006407, -1.2953703149581013, -1.7629209217064088, 1.261446882560936, 0.4176916542311716, -1.1116498311914536, 0.3561545793086877, -0.7970599242414517, 0.6570605958813337, -0.3760780608317035]"
2,"[-0.7673874933811096, -0.22497269582512872, 0.8494318907342518, -1.457300568869692, 0.8561526229171607, -0.17854120389469694, 0.31411889790123765, -1.1438715751124107, -0.2724445776848456, -0.8782512875249155]"
1,"[2.093647525294089, -1.1057762693248898, 0.2572354211917632, 1.5247665332340397, -0.10412211796171401, 0.42412100500664957, 0.15855260656346967, 1.199938357500364, 1.4823873241628271, 1.4305940009530012]"
2,"[-0.2652275797608332, -1.1969424861943985, 1.3765299907690596, -1.321225484157349, 1.7265319229573703, -0.13892414039540155, 0.19415535238651044, 0.5678677295736301, -0.5137024034952801, 1.6165070914979331]"
1,"[-0.22239618231516847, -0.40678318764527127, 0.6460491116645668, 0.3542544805607041, -1.2471619843049575, -0.12033485984656733, -0.3440756347484153, 0.12562622866155793, -0.2755970635131655, -0.4180871534898344]"
1,"[-2.1467554217735803, -1.7158091797089539, -0.10934693379726865, 0.7182782519197097, -0.1957283606026768, -0.03465742027803445, -0.9010315798287736, 2.1577683693573824, -1.3330333678889394, 0.3482375134073536]"
1,"[0.38888324420287396, -1.053724227939263, 0.9454861881788451, 1.0410445308009237, -0.9439667804546191, 0.49978034819405864, -0.2520045582556683, 0.7039276948006082, -0.6729505476308959, -0.4315040466851627]"
2,"[0.1494731571814975, -0.2431809814773379, 1.2585014115249316, -0.28099153694026086, 0.38536815991340234, -0.9208537134050682, -1.3640903831208262, 1.0568599566136452, -0.8261404720048462, -0.3380194019057591]"
1,"[0.8134945970834836, 1.41698713338036, 1.1059362417275382, 1.7319698176631229, 0.34030015329312496, 1.53148643048108, -0.42759425352778574, 0.14748917254820296, -0.7808865840133196, 1.1067610809577368]"
1,"[-1.8226183672921805, -0.6102537265395345, -0.3767751143199454, -0.2760358360698614, 2.196041293981139, 0.04273518208530277, -1.775283706075401, 1.174418247241209, -2.362385006376173, 0.21650618517274178]"
1,"[1.1022828047547495, 1.187006068456948, -0.7397653820844355, 1.3526820229355707, 0.20565416820471427, 0.43356843111618937, -0.3003716713428213, -2.145117390810885, 1.047891024717406, -0.8707360622072978]"
1,"[2.405680872596018, -0.8513203603677721, 1.3668314504678656, 0.895965153493233, -2.04551984871709, -0.29591108007059885, 1.1280143904354967, 1.2900015261591518, 1.6741319761597764, -1.2580915345202406]"
1,"[0.8188176242009026, 1.8865720926171605, 1.5286191352252734, 1.2470531805603307, 0.14105843954827094, -1.2939658292151686, -1.4022809760193011, -0.48864497357020864, -0.043858127194738285, 1.090174631411961]"
2,"[0.9556030441385241, 0.11948835338362722, 0.26301912908709585, -1.086078010311567, 1.2136781621103951, -0.16360562964141248, -1.237866760156437, 1.9494051406654676, -0.3799352320161749, -0.8648190453884228]"
1,"[-1.102678186758458, 2.4128533997110693, -1.2139208957239256, 1.9107956881903527, 0.40014676138636407, 0.8693520823015479, 0.4369848520970732, 2.3537961349701715, -0.5346783623016423, 0.03805843588664307]"
2,"[-1.5680488930873728, -0.721771337771807, -0.5156983498898126, -0.28318186185123545, -1.1479663522591144, 0.5811969854334417, -0.5199266272009648, 0.6584882386327728, -0.4935916121215031, -1.1123072913408008]"
2,"[0.03641299703494837, 0.019643360075121834, 1.4907427508782913, -1.8273410780504464, -1.5489312287368333, 2.0024735570014616, -0.5722393277126439, 0.22594547403305654, 0.2678939505694643, 0.6508783421986998]"
1,"[-0.6601182740676325, 0.027015654039431066, -1.2617433535495148, 0.7236105434598857, -0.6983138156372923, 0.06839915507902317, 0.10101195246483596, 0.0823776269402081, -1.85935208826823, -0.030795954868017707]"
2,"[0.32917338527061757, 0.764532606828986, 0.7681943580592162, -0.17936046107104034, -1.1680724965593872, -0.5196664415211323, -0.43781800820677275, -1.8730694079358838, -0.4586787786496357, 1.0498807829289512]"
1,"[2.295564500043165, 0.5200847442705765, 0.6252468042550163, -0.016693137765501742, 0.5113879060197827, 1.5720677648470769, -1.4631139745913804, 0.334451543212676, 1.3531067369317566, -1.2159308710681112]"
1,"[1.387537246669105, -0.36313430264168883, -0.614988667603745, 0.9934914878718314, 0.5531385764929425, 0.0258144038021461, -0.6428006213100445, 0.725370100021531, 0.4048177033440257, -0.3766450123459633]"
2,"[0.39963915644051756, -0.841141950390554, -0.3094698913305556, -0.808214118179888, -0.3080931472778495, 0.5245842684735122, 0.6579839773716823, -0.5254709871871063, 0.4997383451666564, 0.29115671983460784]"
1,"[0.571460124439531, -0.410855636754493, 0.5234763945135379, 1.5591422910688866, -0.1419741175248375, 1.3212723460599964, 1.3083767792071235, -0.8099557677594792, 0.6303427921496003, 0.13481144582524038]"
1,"[0.30538709325576435, -0.08196386540854374, -0.3580701745636325, 0.20243422707395645, 0.9854576676837242, -0.8683763322606778, 1.7171822479282104, 1.8603239044574864, -0.49188892165950376, 0.15603231629384157]"
1,"[0.6888688305304651, -2.18653459831527, -0.574602677658064, -0.0363765349323239, 0.7652279049982572, -0.13204068320109938, -0.108420752619027, -0.04084425550114289, 0.3870259702362912, 0.5141250322768619]"
2,"[-0.3200965661435392, 0.9244182827014, 0.7863661494334079, -0.6556595612920469, -0.9843619739805722, -0.9626016839822996, -1.2168343471099572, 1.886947548709344, -0.4597548626397507, 0.6368148748568213]"
2,"[1.4422851858079788, 0.9551878981932976, -2.059307627834408, -0.3167763634636926, -0.775320866732126, 1.3356190371606889, 1.1219573207952476, 0.3652309201588153, 0.9729695727890825, -0.6083353606048859]"
2,"[0.5655216890656551, -2.586845603080257, 0.5550644841035368, -0.24179609620186182, 2.615248315519311, 0.04150176531037196, -0.7756993822453204, 0.2736264519565007, -0.7006205474718654, 1.8733649067223526]"
1,"[1.064143768114102, 0.4221571550590588, 0.2918691209146293, 0.7526365839652096, -0.5731439366843175, -1.2302774079836303, -0.35552447120796704, 0.7281679488313121, 0.3787398163523702, 0.23182538776363246]"
2,"[1.9199599884511112, -0.4401201931164971, 0.7989455950994212, -2.1784116793281973, -0.13692151458539986, 0.7810175857592921, 1.9553053834235272, -0.12692598700903263, -0.21396130697564406, 2.056248500004962]"
2,"[0.08374958979936888, -1.0739671104685813, -1.3205505721481658, -1.6663945514429221, 0.8060698758420046, -0.39890998130446453, 0.8499962004339626, 0.46776230024663124, 0.7913192234168187, 0.6772948292514492]"
1,"[0.09218017431096241, -0.5570796727960777, -0.8232649871807569, 1.3555035486606692, 0.29080281847922507, -0.8343921081264684, -0.6360983486319589, -1.0321937323816812, -0.13673922638339256, 0.926692099761149]"
1,"[-0.07300150494442517, -1.2835609721241923, -0.9009332818476276, 1.0271610171884216, -0.940091992034843, -2.6782621577231627, -1.185478685458095, -0.5237868058318522, 2.0143915767943623, -0.5470048289472477]"
1,"[-1.1323551055718921, -0.12830384388158259, 0.9735088479634084, 1.0249392290466817, 0.5025216771356256, -0.41704798713498936, 0.7980613758447549, -1.1666992245647605, 1.2383845115041545, -2.0362281709522545]"
2,"[0.9156574536739636, 1.6196015139087359, 0.17315982543261452, -1.1120613143770266, 2.104221856427122, -0.8519260534035613, -0.055456819134578575, 0.4195726225395905, 0.9363304999191809, 0.48156321290541715]"
1,"[-2.048464042578265, 0.15629448217011602, -0.6048179101641007, 0.9089802819366108, -0.8319695511295486, -0.9983130963321014, 2.7304273893491167, 1.2578926390216205, 1.866680363582263, -1.1510249954279912]"
2,"[0.49457681493907557, -0.8730173014652645, -0.28271536305489486, -0.49984928609454493, -0.09083821087918303, -0.22259613939960884, -0.5293453855663897, -1.5214930033149827, -0.4253365568246155, 1.7720647729638026]"
1,"[-0.7911686993773143, 2.028526188012652, -0.20401504544834673, 0.7804355584706836, 0.8921243132471155, -0.45877572117776766, -1.6738491456207822, 0.4272446664870199, 0.02366076788436361, 0.3658628944081949]"
1,"[-1.3822830791581668, 0.13368061608000648, -1.8686756635535609, 0.1847940037080677, 0.8002343932218428, 0.12261687818640031, 0.1920338202792322, -0.7680356628833388, -0.1998462794897012, -0.24022841982091944]"
1,"[-1.1628579938138268, -1.5481649077451636, -0.5589290672743831, 0.7176620566464125, 0.7463386027017295, 1.3473744400246315, 0.8319345353311656, 0.5553002102187208, -1.2327026139789938, 1.185488678116396]"
2,"[-0.46356399738143317, 1.3215173371963902, 0.18707119000324843, -1.0360035524739075, 0.19766926146113467, 1.0544050716100766, -0.1591405453192252, -1.0941253976691063, 1.062650064410563, -0.42837190337880293]"
1,"[1.8025970565280127, 1.5807792352568237, -0.11941677386458283, 1.473310113491224, -0.9181690309755078, -0.11145000939483027, 0.4450609449507387, -0.3975360316511186, -1.4623436472567497, 0.22300166521174988]"
1,"[0.9293032417076299, 2.2102748280877305, 0.9836957902646527, 0.9836260708529203, -0.5973543743107694, 0.27403775906020766, -0.5914637652683642, 0.023224556885097256, 1.4860619820510508, -0.2785240280260892]"
1,"[-1.0785613035314587, -2.485495550641858, 0.7089625248562331, 0.5841930955408511, -1.9521393117997234, 0.1916780993152992, -0.12937176154391072, 1.5805491569412027, -0.4505779446536412, -0.1408315547667548]"
2,"[-1.5722153595641448, -1.3078198776093406, 1.3228038666621602, 0.04877022826435751, 2.750613105314577, -0.32405706401502093, -0.22783557405484664, 0.9462278871432179, -0.42596828263042047, 1.2498304801687241]"
2,"[0.5089702477140573, 0.5867522445030215, 1.065017103399736, -1.1761882191739133, 0.39443884621417724, -1.268585167703795, 0.4439685217387011, -0.2575078027736143, 1.2342511612966431, -0.897141037554174]"
1,"[0.3791099507681019, 0.6781365701577561, 0.028657572864121864, 1.3996454933250901, -0.9797660508548907, -0.12304756729003698, -0.9652142072561624, 0.8713679512599265, 0.129345321208497, 1.0072088078742827]"
1,"[1.4840363128927228, 1.992922370340743, -2.0447850467256994, 1.0098649531621358, 0.2327508921540753, -0.296339082774287, -0.11015737387974554, -0.688065422201885, 0.24009494351369517, 0.19588488271837484]"
1,"[1.8404756890138625, -0.7066013834560809, 0.9523419051425142, 2.7991992168769073, 0.5601180886465442, 0.5228277372829627, 0.4347427212911339, 0.4360658450053626, 0.12972210418505487, 0.7874781627088937]"
1,"[-0.8133254310172191, 1.0779169520571927, -0.8372325227416499, 1.6078241379079, 0.40178475071835607, -0.7754420714371788, 0.4496527404022566, -0.3365386715439246, -1.3509551320782578, 0.11725993160375278]"
2,"[-1.3517110210626138, 0.5747703678539338, 1.4757003500970147, -0.15765325209144812, -0.39062695611874987, -0.89776686307398, -0.9332284174037963, 0.46647839063345026, 1.5900561313145942, 0.41212652169533204]"
2,"[0.1344978838731384, 2.4048311198644194, 0.11529799316154644, -0.4709994396815071, 0.44003343261970373, -0.28312664942970406, 0.7419960458264074, -0.3957981429481941, 0.38628878615172146, -0.47970835572077325]"
1,"[0.5481610730111949, 0.3572735893684632, 1.1120503112096496, 0.561521659550726, -0.44137841292119134, 0.5802357500469083, 0.4401797126224344, 0.7070781880818866, -2.387807618625989, -0.6783946432409518]"
1,"[1.9681459463298152, 0.8596074199392132, -0.4090667693642077, 0.4328355935712066, -0.8743871838307065, -1.270847612255678, 0.4345959928744297, 1.2661534371010612, -0.0740836985288829, -0.06375205016562294]"
1,"[-0.887075753030258, -0.2351782337607084, 0.7127335976090583, 1.5115379388711614, 0.06777530943474047, -0.5831666629822544, -1.1314504684579632, 1.047773281395497, -1.8594217112095506, 0.9402739940739945]"
1,"[0.4273243903512368, -0.7989796775051793, 0.502603635353493, 2.056351370406861, 0.5679090229692301, -1.0050923353739687, 1.234664844607204, -0.038028166460077464, 2.6129717431968205, 0.21564376654106726]"
2,"[-0.3210456172233313, -0.43344454512291003, 0.41912783152423055, -1.5141120304887754, 0.834100346910563, 0.25804786136190444, 0.04001614564956435, -0.4919018682006455, 1.1493951299619583, -0.57806533001105]"
2,"[-0.1951208815075105, -1.5387797192704342, 0.029993299971471942, -0.9426889345705333, 2.4805778654408774, -0.4114535971853647, -1.498154931476492, 1.3202306561282136, 0.6963136006511056, -0.1442946596169718]"
1,"[1.3695398610798646, 0.678579298438215, 1.0375180714904702, 1.4200641619924141, -0.7263093367201041, 1.0326366314986233, 1.7624781141561296, -2.313005546282852, 0.012091073223754746, 0.21728706255448046]"
1,"[1.2432550352437366, -0.9000671313066394, 0.37529160990567956, 1.3270690168937345, -0.49910180938032284, -1.0396148513246368, -0.43244634117058034, 1.340038533956823, -0.8356132874915677, -1.8540266462426378]"
1,"[0.4329596990136678, -0.3596120085280374, 2.20249393690873, 1.6715875213770204, -0.32992815087305555, 1.1551253390644967, -1.0569546423167473, -0.33869203218165905, 0.8720541909454018, -0.1570026235922695]"
2,"[-0.47340747787355314, -1.4466564280299337, 0.6892322265150194, -0.9506471957553584, 1.4982491010561174, 0.6356292158060242, -1.085015949516853, -1.1152040116105248, 1.0347036205378801, 1.0068730497863114]"
2,"[0.9725822087943541, -0.4433495052798448, 1.0084500600566766, -1.8615261203018847, -0.22082303286851837, 0.5188765539309489, 0.6552966363698529, 0.03883110144121405, -0.033619459353491504, -1.1739045108511703]"
2,"[0.26443243669136046, 2.3945734962487855, 0.04745200538457655, -0.7021481789218612, -0.2721668919293652, -0.7712338840976076, 1.672155718793967, -1.476529819852905, 0.3950500142234763, -0.7548553936513939]"
2,"[0.38496395823241425, -1.4472782008355785, 1.0456876183957955, -0.7280559712334838, 1.3559059641067746, -0.06102764832417626, -1.3187201476953991, 0.10326167841459358, -0.7872816559469622, -1.0300868507584189]"
2,"[0.40724885754225876, -0.9528581382780323, -1.403549398585566, -1.068138160178851, 0.547618808744025, 0.4694913152510283, 0.3073965254400419, 0.46818283891235346, 0.21625727704570438, -0.874091724469364]"
1,"[-0.4039477211923074, 0.9121011044869646, -0.8671964138675438, 1.32327697151195, 0.2028296268566243, -1.1416697182262545, -0.07130951807356815, 0.4224667392367056, -1.0612202856398723, -0.32116818312489703]"
2,"[-1.3934377352578453, -0.4842400194772344, -0.7530284001403827, -1.0377572645517994, 0.5991082927454827, 0.40887581177622906, 0.014123605047045814, 0.6404253429303651, -0.7784856164045472, -0.7332814975360116]"
1,"[-0.47638279878286915, -1.603937819899648, 0.2186459508836942, 0.4007508429857836, 0.4931562459550539, 1.0312524525420153, 0.7335682067683139, -1.0512669342280048, -1.5080439411661546, 0.015113687463515574]"
1,"[-1.2015046151155853, -1.5558052259380841, 0.0943138440716654, 1.6973665564673572, 0.0019376912847669163, -0.3420422840104231, 1.2958787340692208, 0.5529999143845291, -1.1185506823501494, 0.419832649468682]"
2,"[-1.1448250060940477, 0.334312485411327, 0.22873578401533792, -1.823396557011876, 0.5796557131786719, 0.0843920882574944, 0.1614369254397788, -0.9354728793041096, 1.3827220836625627, 0.5751178872288834]"
1,"[-0.26002254827605714, -1.1312049323745843, 0.6594482729680914, 1.2763715870869206, -0.47374209972256925, -0.6465434415832114, -0.052107190279269064, 1.8745158177428844, 0.7534341046706372, -0.13974945441466485]"
1,"[-1.5860696743623959, 1.616454670738807, 0.1315875803367139, -0.2988089224978439, -0.621925379290174, -2.1456922213811125, 1.039761267744526, -0.1339809031313419, 0.8397143347020398, -0.5436136722587389]"
2,"[0.11088248208487156, 0.042222502378528745, 1.5693897536466275, -1.0159193621521048, -0.506458781379988, -0.14762483838361326, -1.936271913907137, -0.5323485677274844, -0.12406785106306555, -0.9051627779302168]"
1,"[0.38870930236509854, -2.3452754743448305, 0.7194150892978558, 0.29103274871045215, 0.49266519865531394, 0.7899580866807759, 1.331493539762128, 0.602826146176248, 0.898801686813875, -0.4907480816532656]"
1,"[0.010360375110366587, 0.12154248239075667, 1.6025173091900011, 2.5597988823310542, 0.7132467911972968, 1.3609895804048358, 1.0420667128672625, -1.1956930855373997, -0.16838490094711808, 0.5188707330231288]"
2,"[0.30918533198239206, 0.4568331965550061, 0.4247668277158446, -0.7336162501842828, 1.0749185636996064, -0.5220118558642739, -0.29016399649032243, 2.233063030752951, 0.22732732471566044, 1.4410379961065503]"
2,"[-0.31036497806168406, -0.4424824957306126, 0.08552736832417154, -1.079879753850787, -1.3275964640020104, 0.053297641243221366, 0.5608879551013934, 1.4435042192248702, 2.0094729207634274, -0.17566309881288478]"
1,"[0.3483639508347734, 0.5451238498382003, -0.551615413932499, 0.9700765515362352, -0.7475373755628437, -1.5358541373626136, 0.9295923465393838, -0.27668943266146157, 0.07713425841884318, 0.4801309648330143]"
2,"[-0.7366659063372933, 0.6726480416220663, -0.8912233169382452, -0.9074883560399294, 1.6086794060202143, -0.5434929371864897, -1.539526315052151, 0.11560524826317865, 0.9494011832853165, 0.19562203210093454]"
1,"[-1.0109253931375302, 1.2150379303910075, -0.6364935884168766, 1.0958036216746965, -0.3450545047041963, 1.0749471777336579, -0.8588059554709325, -0.403525920935659, -0.3055103554781521, -0.6458050039136465]"
1,"[-1.2438457203635438, 0.014304577869587326, 0.9237451587964884, 0.940955153239207, -1.1338459755177142, -0.40812367544106826, -0.2979034179768926, -0.6071203424929016, -0.47190099429982174, 0.3661372567315085]"
1,"[0.734308338339031, -0.11739406414693951, 0.9169246677080666, 0.9904042188591915, -1.372907955522989, -0.33579223034451033, 1.6869772988594052, -0.720233083417999, -0.3977832777970363, -0.2968736871881254]"
1,"[0.5187791432793681, -1.8296847530820042, 0.7241220278714401, 1.145428397337263, 0.9164599883224928, -0.9032975079400766, -1.4603231197065334, -2.527391091337146, -2.280657911933773, 1.420188378152363]"
2,"[0.4016745811036086, 2.2063477848353257, -0.5615710079179301, 0.193701486362599, 0.2837108838714717, 0.8877956598023181, 1.0253276134931144, 1.0254300114183643, -0.2564077522451008, -0.7523535162415973]"
1,"[-2.7950386855699465, -1.532733439910833, 2.9330366993075763, 1.015673065561425, 0.3797243197150843, -1.2337449381622094, 0.5111188821423062, -0.16686804013700482, -0.6519797081584543, 1.4219084188715982]"
1,"[-1.5874276413415196, 0.8167170326514169, -0.9118856728974888, 0.22278125638507607, -2.703261687975525, -0.5037655845744237, 0.45538720852358755, 1.5495498838734687, -0.5883310295233437, 0.2129970334990316]"
1,"[-0.8633972846107509, 0.5355487656549408, 0.6573213917437006, 1.830670456623826, 0.8135293677998602, 0.8823712567421015, 0.62253599987859, -1.1104899251697056, 0.5083480409543608, -0.5405630702023151]"
2,"[1.3891790134888096, -0.840647136430041, 1.484522051719756, -1.0272340239850397, 0.624648577329594, -0.11143179651382228, 0.027321122637182185, -0.14218292713219957, -0.47428660390683225, 0.3643893960564128]"
1,"[0.4116004550978327, 2.0369087271463417, -1.2139789708155497, 1.2199459130819907, -0.5554639038946231, -0.641451929514752, -1.697030225481739, -0.6499514455870765, -0.5034688549879538, -0.5076760451399496]"
2,"[-0.009308276206739201, -0.7309601198279994, -0.4478723551771723, -1.6708129571417898, 0.5643872294054949, 0.9648847141488551, -0.5828057836936593, -0.3955387263254835, -0.17963002983715945, -0.2602856486874948]"
1,"[1.4620443682570263, 0.12578746531515728, -0.08503346347117716, 0.71458398457815, -0.048779398031690485, -1.0147562924021591, -1.7098579070626483, 0.9955241388815086, -0.5484606330827446, -0.3972193086680143]"
1,"[0.2968629260010402, -2.153183486305696, 1.6311311924483096, 1.2132321436863627, 0.21027106132184395, -0.5095987656305977, -0.6842996385084531, 0.7952930133038615, -0.6957684427818985, 1.7617426100307458]"
2,"[-0.2237633041278593, -1.2330552243651685, 0.5496577882784184, -1.1914173909637658, 1.208383239269781, 0.35520346327236935, 1.704834951163634, 0.6844836082515031, -0.18294121501701868, 0.043344227500132185]"
2,"[-1.0045434569375136, 1.70405627387962, 0.13222735839525931, -1.1791210763309508, 0.7116670518415493, 0.9327157071551103, -0.1833678188910663, -1.2357101262828742, 1.112414085586159, -1.7323728571912753]"
1,"[-0.45077672929561724, -0.28664973683740025, 1.1092160563282658, 0.4048894679556914, 0.08302340571623205, 0.4442088009317533, 0.35439685327570347, -0.8883239081264586, 0.9852088763265089, 0.359021103884165]"
1,"[0.8682028652769, -1.5485620610555753, 0.1923941053683192, 2.3815117591244683, -0.16537138548291783, 0.7278460914831524, 0.04122012265786342, 1.7783462249885729, 0.7693562570305602, 1.0503479663256425]"
1,"[0.6588918366167751, 0.07626917524049028, -0.3687455188649272, -0.11931893577661234, -0.7480726928445296, 0.06492858942027609, -1.7887324709544143, 0.5586523593903092, 0.3208411735769038, -0.14740473882040767]"
1,"[-0.16299148450181628, -0.11928217004889684, 0.533601453520429, 0.10206264853475934, 1.205768980335933, -1.2790130539075988, 0.3616277502495865, 0.11466283631348782, 0.7715196875454156, 1.1094500235879747]"
2,"[2.2510821809442283, -0.6980615021638947, 0.06798393040033696, -0.6160367046649426, 2.2314689295329715, 1.6343042147315885, 1.1703756883293315, 1.897926141250151, -0.44909333781666044, -0.6966483715207106]"
2,"[-0.08614072552071061, -0.8667984882904844, 0.6153635661214445, -0.6864068825450891, 0.686864211956692, -0.8493883919831128, -1.3056854383484553, 0.05106826994064048, 0.5134274440704033, -1.507518543603446]"
1,"[-0.4399608020379224, 2.127252424318331, -0.5010481939896678, 0.3746668565818749, 0.15600946095091603, 1.2563505080535273, 0.3044016577566269, -0.2418495775621919, -0.7940985609956644, 0.5387111580957571]"
2,"[-0.7519778740801767, -1.33041421156943, -1.0976498020394327, -0.8941726327303163, -0.561409478969887, 0.12138953237180547, -1.5056189859344529, -2.273355336855429, 1.848266119469781, 0.8890660891142759]"
2,"[-0.7518232591132653, -1.1873663168928046, 0.06773258902019409, -1.161310467469225, 1.072333429753881, -2.284058513879073, 0.034413331107605, 0.15228635337598406, -0.16175229191955845, 0.4429567886416684]"
1,"[1.8922249115576377, 1.1478343817013401, 0.09865519518322374, 1.3120750932600662, -0.6449754773898378, -0.47953132273983146, -0.2926031051707413, -0.7185002614459868, -0.11204970275101009, -0.5395884124383759]"
1,"[-0.6335295857775091, 0.3760168383595603, -0.1876578626747318, 1.2219697248947607, -0.38824686208940445, 0.20963498816246665, -0.1419823654672302, 0.08328963850442504, 1.4720872243145329, -1.266723395307568]"
2,"[0.1396561239863492, 0.41471324328467535, -1.2493333729049616, -0.42982036325577694, -0.6901617314618913, 0.04818083350669543, 0.6955846416358737, 1.1223241466931373, 1.5795031363706211, -0.3102512487217199]"
2,"[1.0377625893848332, -0.40109065686270334, -0.5937293758666622, -1.2132930492403788, 0.6935169417435627, 2.055968835828855, -1.0083061322660518, -0.8924320135501647, -0.2521157026860501, 0.836203376435271]"
1,"[-1.2349116200057584, 0.843674627434363, 0.3183142327185232, 0.3365469742859478, -0.002609301860869423, -0.2096133907210713, 0.1674045510451877, 0.3734228106978484, 0.7669133108836387, 2.7961633950111597]"
2,"[-1.0015071038044165, -0.8384768997611245, -0.15408379536133154, -0.7133006841039284, -0.2517485277564225, 1.650757529068873, 1.3648370699635857, 0.5285944849260837, 0.5206221559624474, 1.5596690030573497]"
1,"[0.4647574876034862, -0.57877661389357, -0.8977553366699123, 0.8459449092224307, 0.1367467763066618, -1.141172911305425, 0.4639748408574069, -0.46313702346524316, 0.6418346729346157, 0.5654355832806173]"
1,"[-0.5208498598258605, 0.14556700231566194, 1.2726964871989086, 0.20745721085322344, 0.1091485200618368, -0.2193532347534618, 0.309978342580543, 1.6556502692159203, -0.3001299355275769, 0.39240217299025953]"
1,"[-0.01482050321787885, -0.2180344491946028, -0.19038834403173827, 1.1617326435198834, -0.7357528228688431, 0.1334950272817909, -0.013793988703822157, -1.9579766712182984, -1.1353851000147275, 0.7850731754901973]"
1,"[-0.08978841809534556, 0.25517480527928804, 0.2181775419479734, 0.9577492577223591, -1.1195951188295263, -1.0784305480595802, 1.4842528963885608, -1.2980988106985902, 0.03758945161559572, 1.8385659791761968]"
1,"[0.5789721739832229, -1.0641088104000282, 0.6546927798097066, -0.22263208436752047, 0.37231492273679906, -2.27036040370761, 0.9294817977322779, 0.3763483411266198, 0.7917912260043001, -1.2430140777526888]"
1,"[0.19276738232416693, 0.27314870537125424, 0.23227074819893795, 1.6037866793261455, -0.4962219305548006, -0.4109962515067193, 2.5113397534482846, 1.8687559580417632, -0.9718295483182989, -0.6189050252142185]"
2,"[-1.1961439514601682, -1.8932206018012028, 0.5209734532696153, -1.6486008843208393, 0.29282059765633034, 0.19484005782363292, -0.5343924411053529, -0.9359339518171303, -0.48418841957610204, 0.447149927506017]"
2,"[0.009363515455279511, 1.5298915258440704, -0.9346349239524641, -0.23612787416705247, 0.9441263970395238, 0.3133249670479137, 0.41721370044075634, 0.5824315409079922, 1.217817075544658, -1.0153202100494463]"
2,"[1.1766312425608407, 0.7731484464045846, -0.23616960519434932, -1.0888583918118184, -0.4510613064722948, 1.0306696403497593, -0.48653184255257614, 1.0120457350403897, 1.7948090108038472, -0.4221383146484124]"
2,"[-0.6395300705788954, -1.377526794296603, 1.2877065182569851, -0.7843417548739334, -0.19465248354144307, -0.02968226828268186, -1.6964915512943866, -0.9748119914535162, 2.1434981066721317, -1.263835875751016]"
